the_geom,f_code,iko,ita,name,cartodb_id,zv3,created_at,updated_at,use,right_total
0101000020E6100000EC1681B1BE225BC07B87DBA161E74640,GB005,KBIL,BIL,BILLINGS LOGAN INTERNATIONAL AIRPORT,679,1113,9/8/2014,9/8/2014,23,65538
0101000020E6100000302C7FBE2D6D59C049827005149C4140,GB005,KAMA,AMA,RICK HUSBAND AMARILLO INTERNATIONAL AIRPORT,680,1099,9/8/2014,9/8/2014,23,38213
0101000020E610000030D7A205687B62C0202922C32A345040,GB005,PAFA,FAI,FAIRBANKS INTERNATIONAL AIRPORT,681,134,9/8/2014,9/8/2014,23,82144
0101000020E610000038842A357BA056C099A0866F61B94440,GB005,KMLI,MLI,QUAD CITY INTERNATIONAL AIRPORT,682,180,9/8/2014,9/8/2014,23,25938
0101000020E61000000EA320787C4456C0B4ACFBC742683E40,GB005,KGPT,GPT,GULFPORT-BILOXI INTERNATIONAL AIRPORT,683,9,9/8/2014,9/8/2014,23,39240
0101000020E6100000B1A6B228EC8C59C07590D78349F13F40,GB005,KMAF,MAF,MIDLAND INTERNATIONAL AIRPORT,684,875,9/8/2014,9/8/2014,23,50336
0101000020E61000006500A8E2C62655C0E9263108AC044340,GB005,KLEX,LEX,BLUE GRASS AIRPORT,685,298,9/8/2014,9/8/2014,0,64990
0101000020E6100000E3C116BB7DED56C0C310397D3DF14440,GB005,KCID,CID,THE EASTERN IOWA AIRPORT,686,265,9/8/2014,9/8/2014,0,40709
0101000020E6100000FF756EDA8C1F53C0E0D91EBDE1904240,GB005,KPHF,PHF,NEWPORT NEWS/WILLIAMSBURG INTERNATIONAL AIRPORT,687,13,9/8/2014,9/8/2014,23,39643
0101000020E61000005307793D98EF54C05000C5C8927B4540,GB005,KFNT,FNT,BISHOP INTERNATIONAL AIRPORT,688,238,9/8/2014,9/8/2014,23,27428
0101000020E61000002655DB4DF0A452C0501A6A1492BA4340,GB005,KACY,ACY,ATLANTIC CITY INTERNATIONAL AIRPORT,689,23,9/8/2014,9/8/2014,23,45550
0101000020E610000092770E65A87459C0D2AC6C1FF2D44040,GB005,KLBB,LBB,LUBBOCK PRESTON SMITH INTERNATIONAL AIRPORT,691,1000,9/8/2014,9/8/2014,23,60601
0101000020E610000034BDC458A64754C0EAB303AE2BF84040,GB005,KCAE,CAE,COLUMBIA METROPOLITAN AIRPORT,692,72,9/8/2014,9/8/2014,0,49532
0101000020E6100000EB8CEF8B4B3E50C09DBE9EAF59563240,GB005,TIST,STT,CYRIL E KING AIRPORT,693,7,9/8/2014,9/8/2014,0,49251
0101000020E6100000DBBE47FDF5ED5DC0FBAC32535A634240,GB005,KFAT,FAT,FRESNO YOSEMITE INTERNATIONAL AIRPORT,694,102,9/8/2014,9/8/2014,23,75354
0101000020E610000064247B849AB155C08D9AAF928F514140,GB005,KHSV,HSV,HUNTSVILLE INTERNATIONAL AIRPORT-CARL T JONES FIELD,695,192,9/8/2014,9/8/2014,23,46026
0101000020E6100000AD68739CDB3053C04278B471C4184440,GB005,KMDT,MDT,HARRISBURG INTERNATIONAL AIRPORT,696,94,9/8/2014,9/8/2014,23,42263
0101000020E6100000C91AF5108D6163C0D384ED2763B83340,GB005,PHTO,ITO,HILO INTERNATIONAL AIRPORT,697,12,9/8/2014,9/8/2014,23,78256
0101000020E61000001348895DDB8456C0164CFC51D4274040,GB005,KJAN,JAN,JACKSON-EVERS INTERNATIONAL AIRPORT,698,105,9/8/2014,9/8/2014,23,35728
0101000020E6100000AC5791D1018E54C0A08D5C37A5724140,GB005,KGSP,GSP,GREENVILLE SPARTANBURG INTERNATIONAL AIRPORT,699,294,9/8/2014,9/8/2014,23,44828
0101000020E61000000BB3D0CE69BB53C05EBA490C02D74040,GB005,KMYR,MYR,MYRTLE BEACH INTERNATIONAL AIRPORT,700,8,9/8/2014,9/8/2014,23,115307
0101000020E6100000321F10E84C5C54C0F5B52E3542754440,GB005,KCAK,CAK,AKRON-CANTON REGIONAL AIRPORT,701,374,9/8/2014,9/8/2014,0,52818
0101000020E61000004CFC51D4995556C0BF0AF0DDE6914540,GB005,KMSN,MSN,DANE COUNTY REGIONAL-TRUAX FIELD,702,270,9/8/2014,9/8/2014,0,65064
0101000020E6100000904C874ECF4952C001A1F5F0653C4640,GB005,KBTV,BTV,BURLINGTON INTERNATIONAL AIRPORT,703,102,9/8/2014,9/8/2014,23,52448
0101000020E6100000C710001C7BA354C0416667D13B653B40,GB005,KSRQ,SRQ,SARASOTA/BRADENTON INTERNATIONAL AIRPORT,704,9,9/8/2014,9/8/2014,23,76288
0101000020E6100000A1427573F1CB55C07A13437232793E40,GB005,KPNS,PNS,PENSACOLA REGIONAL AIRPORT,705,37,9/8/2014,9/8/2014,0,73262
0101000020E610000014C5ABAC6D205DC004C93B8732EA4040,GB005,KPSP,PSP,PALM SPRINGS INTERNATIONAL AIRPORT,706,145,9/8/2014,9/8/2014,23,48625
0101000020E61000008A558330B75B58C09F1D705D31D34240,GB005,KICT,ICT,WICHITA MID-CONTINENT AIRPORT,707,406,9/8/2014,9/8/2014,0,95197
0101000020E6100000BBD39D279EFF54C061FC34EECDE74140,GB005,KTYS,TYS,MC GHEE TYSON AIRPORT,708,299,9/8/2014,9/8/2014,0,88246
0101000020E6100000D4D7F335CB9351C09160AA99B5D24540,GB005,KPWM,PWM,PORTLAND INTERNATIONAL AIRPORT,709,23,9/8/2014,9/8/2014,23,48899
0101000020E6100000C4094CA7756155C0681EC022BF704540,GB005,KGRR,GRR,GERALD R. FORD INTERNATIONAL AIRPORT,710,242,9/8/2014,9/8/2014,23,67900
0101000020E6100000AB05F698486D52C0EA54F99E91884440,GB005,KHPN,HPN,WESTCHESTER COUNTY AIRPORT,711,134,9/8/2014,9/8/2014,0,151048
0101000020E610000025E2ADF36F6A57C0677DCA3159C44440,GB005,KDSM,DSM,DES MOINES INTERNATIONAL AIRPORT,712,292,9/8/2014,9/8/2014,23,65048
0101000020E610000044DFDDCA124F54C03FC571E0D5C63C40,GB005,KSFB,SFB,ORLANDO SANFORD INTERNATIONAL AIRPORT,713,17,9/8/2014,9/8/2014,23,133703
0101000020E6100000C18F6AD8EF4C54C04643C6A354104040,GB005,KSAV,SAV,SAVANNAH/HILTON HEAD INTERNATIONAL AIRPORT,714,15,9/8/2014,9/8/2014,23,86963
0101000020E610000067F0F78BD92C5AC0D575A8A624674340,GB005,KCOS,COS,CITY OF COLORADO SPRINGS MUNICIPAL AIRPORT,715,1886,9/8/2014,9/8/2014,4,70556
0101000020E6100000BE1589096A4652C06E1283C0CA654440,GB005,KISP,ISP,LONG ISLAND MAC ARTHUR AIRPORT,716,30,9/8/2014,9/8/2014,0,66421
0101000020E6100000DCA0F65B3BFC53C0041E1840F80C4240,GB005,KGSO,GSO,PIEDMONT TRIAD INTERNATIONAL AIRPORT,717,282,9/8/2014,9/8/2014,23,74753
0101000020E6100000200DA7CCCD0653C0C35E28603B8E4540,GB005,KSYR,SYR,SYRACUSE HANCOCK INTERNATIONAL AIRPORT,718,128,9/8/2014,9/8/2014,23,59884
0101000020E6100000A0A4C002980254C080F44D9A06734040,GB005,KCHS,CHS,CHARLESTON AIR FORCE BASE/INTERNATIONAL AIRPORT,719,14,9/8/2014,9/8/2014,8,102538
0101000020E6100000FB928D075B0E57C0B821C66B5E5D4140,GB005,KLIT,LIT,ADAMS FIELD AIRPORT,720,80,9/8/2014,9/8/2014,0,76856
0101000020E61000002B4CDF6B086B53C08BE255D6368F4540,GB005,KROC,ROC,GREATER ROCHESTER INTERNATIONAL AIRPORT,723,170,9/8/2014,9/8/2014,23,66859
0101000020E6100000B2135E82537352C0740987DEE25F4540,GB005,KALB,ALB,ALBANY INTERNATIONAL AIRPORT,724,87,9/8/2014,9/8/2014,23,64911
0101000020E6100000B0AD9FFEB3895DC0209C4F1DABE84040,GB005,KLGB,LGB,LONG BEACH /DAUGHERTY FIELD/ AIRPORT,725,18,9/8/2014,9/8/2014,0,146900
0101000020E6100000959A3DD00A0E55C043E4F4F57CF34340,GB005,KDAY,DAY,JAMES M COX DAYTON INTERNATIONAL AIRPORT,726,308,9/8/2014,9/8/2014,23,49766
0101000020E610000071A3C85A430E5DC0A41133FB3CC84540,GB005,KBOI,BOI,BOISE AIR TERMINAL,727,875,9/8/2014,9/8/2014,0,103754
0101000020E6100000F10D85CFD6F857C06C718DCF64194240,GB005,KTUL,TUL,TULSA INTERNATIONAL AIRPORT,728,206,9/8/2014,9/8/2014,23,84701
0101000020E6100000251AA4E029985AC02CB29DEFA7CE3F40,GB005,KELP,ELP,EL PASO INTERNATIONAL AIRPORT,729,1207,9/8/2014,9/8/2014,23,74899
0101000020E61000006AA510C825B055C07DC9C6832DC84040,GB005,KBHM,BHM,BIRMINGHAM-SHUTTLESWORTH INTERNATIONAL AIRPORT,730,198,9/8/2014,9/8/2014,23,93713
0101000020E6100000A321E3512A625DC06E88F19A57CF4740,GB005,KGEG,GEG,SPOKANE INTERNATIONAL AIRPORT,731,724,9/8/2014,9/8/2014,23,57826
0101000020E610000010A7936C755453C05C02F04FA9C04240,GB005,KRIC,RIC,RICHMOND INTERNATIONAL AIRPORT,732,51,9/8/2014,9/8/2014,23,89790
0101000020E6100000164F3DD2E00C53C027D2FD9C82724240,GB005,KORF,ORF,NORFOLK INTERNATIONAL AIRPORT,733,8,9/8/2014,9/8/2014,23,71867
0101000020E6100000DFA5D425E3DB51C0FBC9181F66774540,GB005,KMHT,MHT,MANCHESTER AIRPORT,734,81,9/8/2014,9/8/2014,0,48840
0101000020E610000019E6046D726658C09B3924B550B24140,GB005,KOKC,OKC,WILL ROGERS WORLD AIRPORT,735,395,9/8/2014,9/8/2014,0,101337
0101000020E610000058A2B3CC226F55C08258367348164340,GB005,KSDF,SDF,LOUISVILLE INTERNATIONAL-STANDIFORD FIELD,736,153,9/8/2014,9/8/2014,23,162883
0101000020E6100000B32781CD39BC5BC08F4FC8CEDB0E4040,GB005,KTUS,TUS,TUCSON INTERNATIONAL AIRPORT,737,806,9/8/2014,9/8/2014,23,101602
0101000020E6100000B932A83638F957C0FC1C1F2DCEA64440,GB005,KOMA,OMA,EPPLEY AIRFIELD,738,300,9/8/2014,9/8/2014,0,89483
0101000020E6100000AB2C0ABB28F15DC0740987DEE2BF4340,GB005,KRNO,RNO,RENO/TAHOE INTERNATIONAL AIRPORT,739,1346,9/8/2014,9/8/2014,23,80277
0101000020E6100000779D0DF967DB51C019ABCDFFABDC4440,GB005,KPVD,PVD,THEODORE FRANCIS GREEN STATE AIRPORT,740,17,9/8/2014,9/8/2014,0,60175
0101000020E610000051C07630E2BF62C05459147651964E40,GB005,PANC,ANC,TED STEVENS ANCHORAGE INTERNATIONAL AIRPORT,741,46,9/8/2014,9/8/2014,23,265119
0101000020E6100000E1C96E66F4965DC07631CD74AF194140,GB005,KBUR,BUR,BOB HOPE AIRPORT,742,237,9/8/2014,9/8/2014,0,109621
0101000020E6100000A609DB4FC68D63C0E68C28ED0DE63440,GB005,PHOG,OGG,KAHULUI AIRPORT,743,16,9/8/2014,9/8/2014,0,138819
0101000020E610000067CC24EA056C54C080643A747A7E3E40,GB005,KJAX,JAX,JACKSONVILLE INTERNATIONAL AIRPORT,745,9,9/8/2014,9/8/2014,23,88507
0101000020E61000004A2366F679665DC0BA490C022B074140,GB005,KONT,ONT,ONTARIO INTERNATIONAL AIRPORT,746,288,9/8/2014,9/8/2014,23,91105
0101000020E6100000187AC4E8B92B52C07EC9C6832DF84440,GB005,KBDL,BDL,BRADLEY INTERNATIONAL AIRPORT,747,53,9/8/2014,9/8/2014,23,94402
0101000020E6100000D8BAD408FDA65AC06ABFB51325854140,GB005,KIKR,ABQ,ALBUQUERQUE INTERNATIONAL SUNPORT AIRPORT,748,1632,9/8/2014,9/8/2014,23,120483
0101000020E6100000DF3653211E0654C013E7A8A3E3AE3A40,GB005,KPBI,PBI,PALM BEACH INTERNATIONAL AIRPORT,749,6,9/8/2014,9/8/2014,23,140383
0101000020E610000061AA99B514B954C06F29E78BBDFF4340,GB005,KCMH,CMH,PORT COLUMBUS INTERNATIONAL AIRPORT,750,248,9/8/2014,9/8/2014,23,129439
0101000020E61000002E01F8A7547054C0C631923D42893A40,GB005,KRSW,RSW,SOUTHWEST FLORIDA INTERNATIONAL AIRPORT,751,9,9/8/2014,9/8/2014,23,82561
0101000020E6100000E5D5390664F955C0ABB4C5353E794540,GB005,KMKE,MKE,GENERAL MITCHELL INTERNATIONAL AIRPORT,752,220,9/8/2014,9/8/2014,23,111257
0101000020E6100000F15CDF87839056C0C634D3BD4EFE3D40,GB005,KMSY,MSY,LOUIS ARMSTRONG NEW ORLEANS INTERNATIONAL AIRPORT,753,1,9/8/2014,9/8/2014,23,133076
0101000020E61000005798BED7109E58C04912842BA0883D40,GB005,KSAT,SAT,SAN ANTONIO INTERNATIONAL AIRPORT,754,247,9/8/2014,9/8/2014,23,160776
0101000020E6100000F25CDF87833658C07A8A1C226E6C4040,GB005,KDAL,DAL,DALLAS LOVE FIELD AIRPORT,755,148,9/8/2014,9/8/2014,0,227533
0101000020E6100000079ACFB9DB9255C00C3A2174D0DB4340,GB005,KIND,IND,INDIANAPOLIS INTERNATIONAL AIRPORT,756,243,9/8/2014,9/8/2014,23,160122
0101000020E6100000B58D3F51D9D157C09037F92D3AA53D40,GB005,KHOU,HOU,WILLIAM P HOBBY AIRPORT,757,14,9/8/2014,9/8/2014,0,202850
0101000020E6100000CFBC1C76DF6A58C001284696CC313E40,GB005,KAUS,AUS,AUSTIN-BERGSTROM INTERNATIONAL AIRPORT,758,165,9/8/2014,9/8/2014,23,196739
0101000020E6100000E2E0D231E70E54C02A73F38DE83E4440,GB005,KPIT,PIT,PITTSBURGH INTERNATIONAL AIRPORT,759,367,9/8/2014,9/8/2014,23,148430
0101000020E6100000BDEA01F390775DC043FE99417CD64040,GB005,KSNA,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY AIRPORT,760,17,9/8/2014,9/8/2014,0,211009
0101000020E61000006EC328081E8050C0724EECA17D703240,GB005,TJSJ,SJU,LUIS MUNOZ MARIN INTERNATIONAL AIRPORT,761,3,9/8/2014,9/8/2014,23,141901
0101000020E6100000FB95CE8767AB55C044A2D0B2EE0F4240,GB005,KBNA,BNA,NAVAL AIR STATIONHVILLE INTERNATIONAL AIRPORT,762,183,9/8/2014,9/8/2014,22,205794
0101000020E6100000A5D6FB8D767B5EC0522B4CDF6BAE4240,GB005,KSJC,SJC,NORMAN Y. MINETA SAN JOSE INTERNATIONAL AIRPORT,763,19,9/8/2014,9/8/2014,23,174149
0101000020E610000001A1F5F065B253C0DA58897956F04140,GB005,KRDU,RDU,RALEIGH-DURHAM INTERNATIONAL AIRPORT,764,133,9/8/2014,9/8/2014,23,199837
0101000020E61000008F4C874ECF655EC08D0A9C6C03594340,GB005,KSMF,SMF,SACRAMENTO INTERNATIONAL AIRPORT,765,8,9/8/2014,9/8/2014,23,117059
0101000020E610000047054EB6817E56C0B0E595EB6D854140,GB005,KMEM,MEM,MEMPHIS INTERNATIONAL AIRPORT,766,104,9/8/2014,9/8/2014,23,223177
0101000020E6100000C39ACAA2B0AD57C02310AFEB17A64340,GB005,KMCI,MCI,KANSAS CITY INTERNATIONAL AIRPORT,767,313,9/8/2014,9/8/2014,23,123104
0101000020E6100000FBAE08FEB77654C094B6B8C667B44440,GB005,KCLE,CLE,CLEVELAND-HOPKINS INTERNATIONAL AIRPORT,768,241,9/8/2014,9/8/2014,23,122392
0101000020E61000007DE02A4F208E5EC081A966D652DC4240,GB005,KOAK,OAK,METROPOLITAN OAKLAND INTERNATIONAL AIRPORT,769,3,9/8/2014,9/8/2014,23,197261
0101000020E610000027637C98BD2A55C0D9EA724A40864340,GB005,KCVG,CVG,CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT,770,273,9/8/2014,9/8/2014,23,150463
0101000020E610000095641D8EAE9756C081CEA44DD55F4340,GB005,KSTL,STL,LAMBERT-ST LOUIS INTERNATIONAL AIRPORT,771,188,9/8/2014,9/8/2014,23,196348
0101000020E6100000CEBEF2203DA65EC0815B77F354CB4640,GB005,KPDX,PDX,PORTLAND INTERNATIONAL AIRPORT,772,9,9/8/2014,9/8/2014,23,227636
0101000020E610000015FDA19927F055C02EC901BB9AE44440,GB005,KMDW,MDW,CHICAGO MIDWAY INTERNATIONAL AIRPORT,773,189,9/8/2014,9/8/2014,23,251341
0101000020E6100000BE1589096A4253C0213D450E116D4340,GB005,KDCA,DCA,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,774,5,9/8/2014,9/8/2014,0,299360
0101000020E6100000E2A59BC420A254C0E9297288B8F93B40,GB005,KTPA,TPA,TAMPA INTERNATIONAL AIRPORT,775,8,9/8/2014,9/8/2014,23,195413
0101000020E610000058880E81234C5DC06DE4BA29E55D4040,GB005,KSAN,SAN,SAN DIEGO INTERNATIONAL AIRPORT,776,5,9/8/2014,9/8/2014,23,209563
0101000020E6100000397CD28984BD63C049DBF81395513540,GB005,PHIK,HNL,HONOLULU INTERNATIONAL AIRPORT,777,4,9/8/2014,9/8/2014,23,311757
0101000020E61000005A7A34D593FE5BC08847E2E5E9644440,GB005,KSLC,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,778,1288,9/8/2014,9/8/2014,23,324501
0101000020E61000009B75C6F7C52A53C036FFAF3A72964340,GB005,KBWI,BWI,BALTIMORE/WASHINGTON INTERNATIONAL THURGOOD MARSHAL AIRPORT,779,45,9/8/2014,9/8/2014,23,261702
0101000020E6100000B29DEFA7C60954C0DE3EABCC94123A40,GB005,KFLL,FLL,FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL AIRPORT,780,3,9/8/2014,9/8/2014,23,312763
0101000020E6100000737FF5B86F5D53C04D6551D845794340,GB005,KIAD,IAD,WASHINGTON DULLES INTERNATIONAL AIRPORT,781,95,9/8/2014,9/8/2014,23,294066
0101000020E61000004FC8CEDBD87752C0736891ED7C634440,GB005,KLGA,LGA,LA GUARDIA AIRPORT,782,6,9/8/2014,9/8/2014,0,366018
0101000020E6100000DC48D92269C051C08EAED2DD752E4540,GB005,KBOS,BOS,GENERAL EDWARD LAWRENCE LOGAN INTERNATIONAL AIRPORT,783,6,9/8/2014,9/8/2014,23,405822
0101000020E6100000F92D3A596ACF52C0FE7BF0DAA5EF4340,GB005,KPHL,PHL,PHILADELPHIA INTERNATIONAL AIRPORT,784,11,9/8/2014,9/8/2014,23,369928
0101000020E61000003067B62BF4935EC041EA76F695B94740,GB005,KSEA,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,785,132,9/8/2014,9/8/2014,23,416124
0101000020E61000005857056A314E57C038BD8BF7E3704640,GB005,KMSP,MSP,MINNEAPOLIS-ST PAUL INTERNATIONAL/WOLD-CHAMBERLAIN AIRPORT,786,256,9/8/2014,9/8/2014,23,415703
0101000020E6100000F702B342911254C00F62670A9DCB3940,GB005,KMIA,MIA,MIAMI INTERNATIONAL AIRPORT,787,2,9/8/2014,9/8/2014,23,413287
0101000020E61000000971E5EC9DD654C09F1D705D311B4540,GB005,KDTW,DTW,DETROIT METROPOLITAN WAYNE COUNTY AIRPORT,788,197,9/8/2014,9/8/2014,0,395357
0101000020E61000006F29E78BBD3C54C03C6876DD5B9B4140,GB005,KCLT,CLT,CHARLOTTE/DOUGLAS INTERNATIONAL AIRPORT,789,228,9/8/2014,9/8/2014,23,553817
0101000020E6100000596C938AC65354C03F19E3C3EC6D3C40,GB005,KMCO,MCO,ORLANDO INTERNATIONAL AIRPORT,790,29,9/8/2014,9/8/2014,23,338270
0101000020E6100000863AAC70CB8A52C0713D0AD7A3584440,GB005,KEWR,EWR,NEWARK LIBERTY INTERNATIONAL AIRPORT,791,5,9/8/2014,9/8/2014,23,443649
0101000020E610000053A86E2EFE975EC0E29178793ACF4240,GB005,KSFO,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,792,4,9/8/2014,9/8/2014,23,460346
0101000020E6100000228C9FC6BD005CC0A7AFE76B96B74040,GB005,KPHX,PHX,PHOENIX SKY HARBOR INTERNATIONAL AIRPORT,793,346,9/8/2014,9/8/2014,23,430968
0101000020E6100000C6DE8B2FDAD557C00A12DBDD03FC3D40,GB005,KIAH,IAH,GEORGE BUSH INTERCONTINENTAL/HOUSTON AIRPORT,794,30,9/8/2014,9/8/2014,0,450323
0101000020E610000039B4C876BEC95CC09EEC66463F0A4240,GB005,KLAS,LAS,MC CARRAN INTERNATIONAL AIRPORT,795,665,9/8/2014,9/8/2014,23,542994
0101000020E6100000430070ECD97152C0A94A5B5CE3514440,GB005,KJFK,JFK,JOHN F KENNEDY INTERNATIONAL AIRPORT,796,4,9/8/2014,9/8/2014,23,453335
0101000020E6100000D7DAFB54152B5AC07B336ABE4AEE4340,GB005,KDEN,DEN,DENVER INTERNATIONAL AIRPORT,797,1655,9/8/2014,9/8/2014,23,582486
0101000020E61000003E58C6866E4258C08B118942CB724040,GB005,KDFW,DFW,DALLAS/FORT WORTH INTERNATIONAL AIRPORT,798,185,9/8/2014,9/8/2014,23,654344
0101000020E61000003ACD02ED0E9A5DC058E1968FA4F84040,GB005,KLAX,LAX,LOS ANGELES INTERNATIONAL AIRPORT,799,38,9/8/2014,9/8/2014,23,700362
0101000020E6100000325706D506FA55C0938B31B08EFD4440,GB005,KORD,ORD,CHICAGO O'HARE INTERNATIONAL AIRPORT,800,205,9/8/2014,9/8/2014,23,867049
0101000020E6100000E3A1EF6E651B55C0C35A7C0A80D14040,GB005,KATL,ATL,HARTSFIELD - JACKSON ATLANTA INTERNATIONAL AIRPORT,801,313,9/8/2014,9/8/2014,23,879498
0101000020E6100000000000C060E357C000000020D60F3E40,GB005,KDWH,DWH,DAVID WAYNE HOOKS MEMORIAL AIRPORT,894,45,9/8/2014,9/8/2014,0,59530
0101000020E610000000000040957852C0000000C034D04440,GB005,KPOU,POU,DUTCHESS COUNTY AIRPORT,914,46,9/8/2014,9/8/2014,0,27827
